index,time,x_b,y_b,z_b,th_z,th_y,th_x,x0,y0,z0,fx0,fy0,fz0,x1,y1,z1,fx1,fy1,fz1
137,1.22892,0.573829,0.455675,0.577068,0.11623,-0.0335794,-0.145531,0.511307,0.368819,0.2,-0.180897,4.9285,76.2149,0.74543,0.549293,0.200337,0,0,0
138,1.23795,0.579803,0.462088,0.583183,0.113187,-0.0100541,-0.16183,0.511307,0.368819,0.2,-0.0656499,1.80975,27.9924,0.746341,0.550534,0.200063,0,0,0
139,1.24699,0.585778,0.468511,0.588627,0.109684,0.0140797,-0.178745,0.511307,0.368819,0.2,-0.00451447,0.125637,1.94364,0.746546,0.550814,0.200001,0,0,0
140,1.25602,0.591752,0.474934,0.593298,0.105762,0.0382242,-0.195857,0.511376,0.368869,0.200012,0,0,0,0.74655,0.550818,0.2,0.233618,0.13225,5.89031
141,1.26506,0.597728,0.481359,0.597208,0.101478,0.0618316,-0.212927,0.51239,0.369597,0.200188,0,0,0,0.74655,0.550818,0.2,1.30644,0.741653,33.001
142,1.2741,0.60371,0.487787,0.600461,0.0970055,0.0836609,-0.229509,0.515745,0.372005,0.200768,0,0,0,0.74655,0.550818,0.2,2.95108,1.68126,74.7202
143,1.28313,0.609704,0.494222,0.603223,0.0926464,0.10192,-0.244971,0.522844,0.377101,0.201998,0,0,0,0.74655,0.550818,0.2,4.83559,2.76767,122.811
144,1.29217,0.615717,0.500669,0.605685,0.0887884,0.114701,-0.258668,0.535093,0.385892,0.204118,0,0,0,0.74655,0.550818,0.2,6.62805,3.81748,169.036
145,1.3012,0.621758,0.50713,0.608028,0.0858211,0.120361,-0.270111,0.553895,0.399388,0.207374,0,0,0,0.74655,0.550818,0.2,7.9965,4.64727,205.159
146,1.31024,0.62783,0.513611,0.610395,0.0840429,0.117839,-0.27909,0.580655,0.418595,0.212007,0,0,0,0.74655,0.550818,0.2,8.60901,5.07365,222.942
147,1.31928,0.633935,0.520113,0.612858,0.0835886,0.106928,-0.285708,0.616427,0.444327,0.218192,0,0,0,0.74655,0.550818,0.2,5.01021,6.44331,220.379
148,1.32831,0.640053,0.526643,0.615414,0.0844247,0.0885521,-0.290131,0.659225,0.47571,0.22551,0,0,0,0.74655,0.550818,0.2,-8.62712,11.6487,210.05
149,1.33735,0.646132,0.533223,0.618024,0.086387,0.0648298,-0.292157,0.705497,0.510996,0.233233,0,0,0,0.74655,0.550818,0.2,-28.8333,19.3883,195.245
150,1.34639,0.652091,0.539883,0.620628,0.0891754,0.0386874,-0.291178,0.751677,0.548432,0.240632,0,0,0,0.74655,0.550818,0.2,-51.7481,28.1769,178.675
151,1.35542,0.65784,0.546658,0.623162,0.0923638,0.0133661,-0.286303,0.7942,0.586265,0.246977,0,0,0,0.74655,0.550818,0.2,-73.5111,36.5293,163.054
152,1.36446,0.663292,0.55358,0.625563,0.0954624,-0.00806208,-0.276553,0.8295,0.622743,0.251539,0,0,0,0.74655,0.550818,0.2,-90.262,42.9606,151.091
153,1.37349,0.668381,0.560676,0.627784,0.0980334,-0.0231731,-0.261134,0.854012,0.656111,0.253589,0,0,0,0.74655,0.550818,0.2,-98.1404,45.9855,145.499
154,1.38253,0.673078,0.567955,0.629804,0.0998255,-0.0306367,-0.239771,0.864796,0.684833,0.252538,0,0,0,0.74655,0.550818,0.2,-95.0292,43.4674,148.284
155,1.39157,0.677391,0.575408,0.631632,0.100843,-0.0304119,-0.213052,0.863069,0.708803,0.248732,0,0,0,0.74655,0.550818,0.2,-84.095,34.8633,157.906
156,1.4006,0.681365,0.583001,0.633308,0.101293,-0.0234699,-0.182489,0.851744,0.728504,0.2429,0,0,0,0.74655,0.550818,0.2,-68.3337,22.4659,171.806
157,1.40964,0.685061,0.590684,0.634885,0.101465,-0.0114299,-0.150246,0.833738,0.744418,0.235772,0,0,0,0.74655,0.550818,0.2,-50.703,8.61167,187.429
158,1.41867,0.688549,0.598403,0.636425,0.10161,0.0038084,-0.118782,0.81197,0.757026,0.228076,0,0,0,0.74655,0.550818,0.2,-34.1609,-4.36297,202.218
159,1.42771,0.691895,0.606106,0.637988,0.101845,0.0204515,-0.0904791,0.789358,0.766812,0.220542,0,0,0,0.74655,0.550818,0.2,-21.6649,-14.1216,213.619
160,1.43675,0.695148,0.613756,0.639618,0.102139,0.0372065,-0.0672656,0.768819,0.774259,0.213899,0,0,0,0.74655,0.550818,0.2,-16.173,-18.3277,219.075
161,1.44578,0.698332,0.621334,0.641331,0.102353,0.0535749,-0.0502632,0.7528,0.779819,0.208753,0,0,0,0.74655,0.550818,0.2,-15.2368,-17.4627,209.283
162,1.45482,0.701454,0.628842,0.643083,0.102327,0.0696706,-0.0396653,0.741321,0.783804,0.205065,0,0,0,0.74655,0.550818,0.2,-12.9321,-14.8928,178.933
163,1.46386,0.704524,0.63629,0.644756,0.101957,0.0857098,-0.0349218,0.733627,0.786475,0.202593,0,0,0,0.74655,0.550818,0.2,-9.78114,-11.3015,136.019
164,1.47289,0.707554,0.643692,0.646181,0.10121,0.101843,-0.0349274,0.72896,0.788095,0.201094,0,0,0,0.74655,0.550818,0.2,-6.34824,-7.35284,88.6058
165,1.48193,0.710559,0.651064,0.647168,0.100121,0.118126,-0.0382448,0.726563,0.788927,0.200324,0,0,0,0.74655,0.550818,0.2,-3.19759,-3.71047,44.7559
166,1.49096,0.713549,0.65842,0.647546,0.0987757,0.134529,-0.0433941,0.72568,0.789233,0.200041,0,0,0,0.74655,0.550818,0.2,-0.893437,-1.03825,12.5329
167,1.5,0.716535,0.66577,0.647186,0.0972663,0.150983,-0.0492085,0.725554,0.789277,0.2,1.02894e-24,-6.08968e-25,7.73059e-24,0.74655,0.550818,0.2,0,0,0
168,1.50904,0.719522,0.673119,0.646046,0.095646,0.167384,-0.0550813,0.725554,0.789277,0.2,2.11212,-1.25003,15.8649,0.746451,0.550939,0.200051,0,0,0
169,1.51807,0.72252,0.680462,0.644185,0.0939301,0.183371,-0.0605656,0.725554,0.789277,0.2,7.54706,-4.46657,56.6713,0.745762,0.551786,0.200409,0,0,0
170,1.52711,0.72555,0.687786,0.641766,0.0921476,0.198202,-0.0649298,0.725554,0.789277,0.2,14.9527,-8.84931,112.237,0.74389,0.554085,0.201381,0,0,0
171,1.53614,0.728641,0.695073,0.639006,0.090355,0.21095,-0.0673135,0.725554,0.789277,0.2,22.9769,-13.5979,172.38,0.740244,0.558562,0.203272,0,0,0
172,1.54518,0.731826,0.702305,0.636146,0.0886207,0.220734,-0.0669791,0.725554,0.789277,0.2,30.2675,-17.9121,226.918,0.734234,0.565943,0.206392,0,0,0
173,1.55422,0.735133,0.709465,0.6334,0.0869959,0.226904,-0.0634875,0.725554,0.789277,0.2,35.4725,-20.9915,265.668,0.725268,0.576953,0.211045,0,0,0
174,1.56325,0.738582,0.71654,0.63092,0.0854887,0.229174,-0.0567962,0.725554,0.789277,0.2,37.2557,-22.0399,278.537,0.712756,0.592319,0.217538,0,0,0
175,1.57229,0.742182,0.723527,0.628764,0.0840575,0.22765,-0.0472436,0.725554,0.789277,0.2,37.2079,-21.1776,272.568,0.696739,0.612423,0.22592,0,0,0
176,1.58133,0.745934,0.730428,0.626915,0.0826261,0.22263,-0.0353433,0.725554,0.789277,0.2,37.1078,-19.1899,259.585,0.679231,0.63657,0.235426,0,0,0
177,1.59036,0.749838,0.737251,0.625321,0.0811037,0.214406,-0.0215979,0.725554,0.789277,0.2,36.9777,-16.5513,242.579,0.662633,0.66386,0.245137,0,0,0
178,1.5994,0.753892,0.744006,0.623916,0.079398,0.20322,-0.00644367,0.725554,0.789277,0.2,36.8396,-13.7364,224.542,0.649342,0.693389,0.254132,0,0,0
179,1.60843,0.758097,0.750706,0.622629,0.0774226,0.189275,0.00975669,0.725554,0.789277,0.2,36.7157,-11.2196,208.464,0.641758,0.724257,0.261491,0,0,0
180,1.61747,0.762452,0.757359,0.621394,0.0751006,0.172755,0.0266978,0.725554,0.789277,0.2,36.6281,-9.47539,197.336,0.64228,0.755561,0.266293,0,0,0
181,1.62651,0.766957,0.763972,0.62017,0.0723676,0.153866,0.0440939,0.725554,0.789277,0.2,36.5777,-8.98052,194.238,0.653302,0.7864,0.26762,0,0,0
182,1.63554,0.77161,0.770548,0.618947,0.0691794,0.132912,0.0616261,0.725554,0.789277,0.2,35.6967,-10.0804,204.371,0.6758,0.816009,0.265033,0,0,0
183,1.64458,0.776408,0.777082,0.617765,0.0655305,0.110454,0.0788966,0.725554,0.789277,0.2,33.8343,-12.4096,225.903,0.707273,0.843965,0.259277,0,0,0
184,1.65361,0.781344,0.783565,0.616709,0.0614709,0.0873554,0.0953937,0.725554,0.789277,0.2,31.421,-15.4305,253.9,0.744698,0.869893,0.25127,0,0,0
185,1.66265,0.786408,0.789984,0.615889,0.0571167,0.0647138,0.110474,0.725554,0.789277,0.2,28.8871,-18.6061,283.434,0.785048,0.893419,0.241934,0,0,0
186,1.67169,0.79159,0.796328,0.615423,0.0526493,0.0437435,0.123379,0.725554,0.789277,0.2,26.663,-21.3989,309.574,0.825301,0.91417,0.232189,0,0,0
187,1.68072,0.796882,0.802585,0.615414,0.0482986,0.0256347,0.133283,0.725554,0.789277,0.2,25.1793,-23.2717,327.388,0.862432,0.931772,0.222955,0,0,0
188,1.68976,0.802277,0.808748,0.615931,0.0443062,0.0113848,0.139393,0.725554,0.789277,0.2,24.723,-23.6559,331.206,0.893427,0.945852,0.21515,0,0,0
189,1.6988,0.807772,0.814816,0.616979,0.0408708,0.00161399,0.141107,0.725554,0.789277,0.2,22.6972,-21.6937,304.251,0.91661,0.956332,0.209304,0,0,0
190,1.70783,0.813359,0.820797,0.618449,0.0380859,-0.0035701,0.138265,0.725554,0.789277,0.2,18.6723,-17.834,250.395,0.932899,0.963695,0.205197,0,0,0
191,1.71687,0.81902,0.826706,0.620131,0.0359136,-0.00457842,0.131237,0.725554,0.789277,0.2,13.5516,-12.9367,181.776,0.943511,0.968491,0.202521,0,0,0
192,1.7259,0.824737,0.832562,0.621752,0.0342077,-0.00224987,0.120849,0.725554,0.789277,0.2,8.23849,-7.86174,110.53,0.949661,0.971272,0.20097,0,0,0
193,1.73494,0.830488,0.838386,0.623029,0.0327685,0.00231624,0.108208,0.725554,0.789277,0.2,3.63641,-3.46911,48.7949,0.952567,0.972585,0.200237,0,0,0
194,1.74398,0.836256,0.844194,0.62372,0.0314091,0.00800732,0.094438,0.725554,0.789277,0.2,0.648744,-0.618758,8.7062,0.953446,0.972983,0.200015,0,0,0
195,1.75301,0.842027,0.849998,0.623668,0.0300092,0.0140101,0.0803603,0.725559,0.789281,0.200002,0,0,0,0.953506,0.97301,0.2,-0.249514,-0.215713,2.39726
196,1.76205,0.847795,0.855799,0.622851,0.0285319,0.0199128,0.0664144,0.725872,0.78956,0.200159,0,0,0,0.953506,0.97301,0.2,-3.59492,-3.10815,34.5275
197,1.77108,0.853547,0.861586,0.621393,0.0269863,0.0251261,0.0533145,0.727259,0.790795,0.20085,0,0,0,0.953506,0.97301,0.2,-9.79274,-8.4675,94.0154
198,1.78012,0.859258,0.867337,0.619527,0.0254142,0.0287691,0.0421761,0.730524,0.793702,0.202479,0,0,0,0.953506,0.97301,0.2,-17.5021,-15.1353,167.939
199,1.78916,0.864897,0.873026,0.617547,0.0238818,0.0299261,0.0342217,0.736473,0.798998,0.205446,0,0,0,0.953506,0.97301,0.2,-25.3821,-21.953,243.377
200,1.79819,0.870434,0.878626,0.615751,0.0224518,0.0278869,0.0304893,0.745911,0.807401,0.210152,0,0,0,0.953506,0.97301,0.2,-32.0919,-27.7621,307.408
201,1.80723,0.875841,0.884115,0.614394,0.0211487,0.0223017,0.0316178,0.759643,0.819626,0.217001,0,0,0,0.953506,0.97301,0.2,-36.2907,-31.4043,347.111
202,1.81627,0.881102,0.889477,0.613628,0.0199372,0.0132537,0.037713,0.778448,0.836366,0.226373,0,0,0,0.953506,0.97301,0.2,-37.0085,-32.1862,352.091
203,1.8253,0.886213,0.894708,0.613486,0.0187263,0.00123405,0.0483105,0.80218,0.857448,0.237967,0,0,0,0.953506,0.97301,0.2,-36.5835,-33.1986,337.162
204,1.83434,0.891175,0.899802,0.613912,0.0174,-0.013,0.0624849,0.829542,0.881618,0.250633,0,0,0,0.953506,0.97301,0.2,-35.8217,-34.9456,311.538
205,1.84337,0.895991,0.904754,0.614805,0.0158592,-0.0285803,0.0790477,0.859167,0.907558,0.263164,0,0,0,0.953506,0.97301,0.2,-34.8871,-37.0644,280.505
206,1.85241,0.900664,0.909554,0.616042,0.0140549,-0.0446477,0.0967341,0.889687,0.933949,0.274357,0,0,0,0.953506,0.97301,0.2,-33.944,-39.1924,249.353
207,1.86145,0.905199,0.914195,0.617499,0.0119999,-0.0604375,0.114359,0.919732,0.959471,0.283007,0,0,0,0.953506,0.97301,0.2,-33.1565,-40.9668,223.37
208,1.87048,0.909598,0.918668,0.619075,0.00976111,-0.0753347,0.130945,0.947936,0.982805,0.287909,0,0,0,0.953506,0.97301,0.2,-32.6887,-42.0247,207.846
209,1.87952,0.913863,0.922971,0.620708,0.00743689,-0.0889016,0.145824,0.972965,1.00267,0.287909,0,0,0,0.953506,0.97301,0.2,-32.5043,-42.1309,207.535
210,1.88855,0.917996,0.927103,0.622398,0.00512755,-0.100899,0.158668,0.994295,1.01865,0.283007,0,0,0,0.953506,0.97301,0.2,-31.6171,-41.857,220.842
211,1.89759,0.922001,0.931063,0.624193,0.00290872,-0.111301,0.169387,1.01221,1.03119,0.274357,0,0,0,0.953506,0.97301,0.2,-30.1255,-41.4025,243.117
212,1.90663,0.925883,0.934854,0.626184,0.000829147,-0.120211,0.178003,1.02704,1.04079,0.263164,0,0,0,0.953506,0.97301,0.2,-28.334,-40.8583,269.832
213,1.91566,0.929649,0.938479,0.628475,-0.00107861,-0.127767,0.184567,1.03909,1.04793,0.250633,0,0,0,0.953506,0.97301,0.2,-26.5476,-40.3156,296.461
214,1.9247,0.933306,0.941939,0.631172,-0.0027842,-0.134058,0.189083,1.0487,1.0531,0.237967,0,0,0,0.953506,0.97301,0.2,-25.0708,-39.8652,318.478
215,1.93373,0.936861,0.945236,0.634362,-0.00424667,-0.139061,0.191466,1.05617,1.05679,0.226373,0,0,0,0.953506,0.97301,0.2,-24.2084,-39.5982,331.354
216,1.94277,0.940317,0.948372,0.638092,-0.00540781,-0.142607,0.191511,1.06184,1.05946,0.217001,0,0,0,0.953506,0.97301,0.2,-23.5958,-38.7549,326.589
217,1.95181,0.943678,0.951352,0.642332,-0.00620793,-0.144458,0.188999,1.06596,1.06142,0.210152,0,0,0,0.953506,0.97301,0.2,-20.8503,-34.2709,289.262
218,1.96084,0.946954,0.954194,0.646936,-0.00663226,-0.144523,0.18394,1.0688,1.06276,0.205446,0,0,0,0.953506,0.97301,0.2,-16.4827,-27.1055,229.025
219,1.96988,0.950164,0.956926,0.651667,-0.00672587,-0.142943,0.176641,1.07059,1.0636,0.202479,0,0,0,0.953506,0.97301,0.2,-11.3615,-18.6904,158.043
220,1.97892,0.953328,0.959582,0.656243,-0.00658081,-0.140063,0.167643,1.07157,1.06407,0.20085,0,0,0,0.953506,0.97301,0.2,-6.35526,-10.4576,88.4784
221,1.98795,0.956465,0.962194,0.660389,-0.00630911,-0.136352,0.157596,1.07199,1.06426,0.200159,0,0,0,0.953506,0.97301,0.2,-2.33254,-3.839,32.4949
222,1.99699,0.959591,0.964788,0.663884,-0.00601014,-0.132269,0.147102,1.07209,1.06431,0.200002,0,0,0,0.953506,0.97301,0.2,-0.161868,-0.266454,2.25618
223,2.00602,0.962715,0.967378,0.666609,-0.0057422,-0.128114,0.136536,1.07209,1.06431,0.2,-0.751958,-0.520277,4.45362,0.953518,0.973018,0.200014,0,0,0
224,2.01506,0.965833,0.969965,0.668564,-0.00552251,-0.124008,0.126059,1.07209,1.06431,0.2,-4.34404,-3.00659,25.7064,0.953688,0.973136,0.20022,0,0,0
225,2.0241,0.968932,0.972539,0.669833,-0.00536174,-0.120103,0.115905,1.07209,1.06431,0.2,-10.2102,-7.06932,60.3588,0.954249,0.973529,0.200903,0,0,0
226,2.03313,0.971989,0.975083,0.670552,-0.00526813,-0.1166,0.106409,1.07209,1.06431,0.2,-17.582,-12.1789,103.813,0.955438,0.974359,0.202347,0,0,0
227,2.04217,0.974973,0.977576,0.670898,-0.00524248,-0.113687,0.0979432,1.07209,1.06431,0.2,-25.6913,-17.806,151.471,0.957489,0.975791,0.204839,0,0,0
228,2.0512,0.977852,0.979998,0.67106,-0.0052769,-0.111501,0.090854,1.07209,1.06431,0.2,-33.7698,-23.4209,198.734,0.960638,0.977989,0.208663,0,0,0
229,2.06024,0.980595,0.982323,0.67123,-0.00535656,-0.1101,0.0854163,1.07209,1.06431,0.2,-41.049,-28.4942,241.005,0.965119,0.981117,0.214107,0,0,0
230,2.06928,0.98317,0.984534,0.671576,-0.00546273,-0.109451,0.0818024,1.07209,1.06431,0.2,-46.7608,-32.4964,273.686,0.971167,0.98534,0.221454,0,0,0
231,2.07831,0.985556,0.986613,0.672229,-0.00557561,-0.109434,0.0800611,1.07209,1.06431,0.2,-50.1369,-34.898,292.178,0.979019,0.990822,0.230992,0,0,0
232,2.08735,0.98774,0.98855,0.673261,-0.00567616,-0.109858,0.0801064,1.07209,1.06431,0.2,-50.6584,-35.4311,293.094,0.988893,0.997716,0.242986,0,0,0
233,2.09639,0.989717,0.990343,0.674682,-0.00574656,-0.110476,0.0817023,1.07209,1.06431,0.2,-49.7979,-35.7163,283.365,1.00054,1.00585,0.257106,0,0,0
234,2.10542,0.991492,0.99199,0.676454,-0.0057687,-0.110995,0.0844396,1.07209,1.06431,0.2,-48.1402,-36.0991,266.752,1.01316,1.01467,0.272334,0,0,0
235,2.11446,0.993071,0.99349,0.678511,-0.00572271,-0.111093,0.0877706,1.07209,1.06431,0.2,-45.9328,-36.5417,245.477,1.02592,1.0236,0.28761,0,0,0
236,2.12349,0.994462,0.994841,0.680767,-0.00558698,-0.110448,0.0910657,1.07209,1.06431,0.2,-43.423,-37.0064,221.76,1.03801,1.03208,0.30188,0,0,0
237,2.13253,0.995676,0.99604,0.683128,-0.00534025,-0.108758,0.0936678,1.07209,1.06431,0.2,-40.8581,-37.4553,197.823,1.04858,1.03952,0.314084,0,0,0
238,2.14157,0.996723,0.997087,0.685496,-0.00496573,-0.105749,0.0949438,1.07209,1.06431,0.2,-38.4853,-37.8504,175.885,1.05682,1.04536,0.323165,0,0,0
239,2.1506,0.997613,0.997979,0.687785,-0.00445635,-0.101195,0.0943326,1.07209,1.06431,0.2,-36.552,-38.1541,158.17,1.0619,1.04903,0.328067,0,0,0
240,2.15964,0.998353,0.998715,0.689922,-0.00381985,-0.0949182,0.0913899,1.07209,1.06431,0.2,-35.3056,-38.3283,146.896,1.063,1.04994,0.327732,0,0,0
241,2.16867,0.998949,0.999295,0.691864,-0.00308239,-0.0868,0.0858329,1.07209,1.06431,0.2,-34.896,-38.2582,144.031,1.05927,1.04754,0.32111,0,0,0
242,2.17771,0.999402,0.999721,0.693596,-0.00229151,-0.0768245,0.0776082,1.07209,1.06431,0.2,-33.011,-35.9971,144.285,1.05069,1.04176,0.30843,0,0,0
243,2.18675,0.999723,1,0.695115,-0.00152033,-0.0652281,0.0670126,1.07209,1.06431,0.2,-29.038,-31.2561,144.713,1.0388,1.03361,0.292605,0,0,0
244,2.19578,0.999926,1.00015,0.696424,-0.000852399,-0.0525395,0.0546937,1.07209,1.06431,0.2,-23.5935,-24.7683,145.264,1.02536,1.02423,0.276883,0,0,0
245,2.20482,1.00003,1.00021,0.697526,-0.000354673,-0.0395122,0.0415574,1.07209,1.06431,0.2,-17.2939,-17.2667,145.886,1.01214,1.01478,0.264513,0,0,0
246,2.21386,1.00007,1.00019,0.698422,-5.52832e-05,-0.0270354,0.0286612,1.07209,1.06431,0.2,-10.7555,-9.48466,146.529,1.0009,1.00638,0.258744,0,0,0
247,2.22289,1.00006,1.00014,0.699115,6.51431e-05,-0.0160424,0.0171087,1.07209,1.06431,0.2,-4.59493,-2.15515,147.141,0.993394,1.00019,0.262825,0,0,0
248,2.23193,1.00004,1.00007,0.699607,6.56572e-05,-0.00741699,0.00794319,1.07209,1.06431,0.2,0.571477,3.98866,147.672,0.991395,0.997353,0.280005,0,0,0
249,2.24096,1.00001,1.00002,0.699902,2.26485e-05,-0.00190056,0.00204048,1.07209,1.06431,0.2,4.12725,8.21362,148.069,0.99666,0.999007,0.313533,0,0,0
