index,time,x_b,y_b,z_b,th_z,th_y,th_x,x0,y0,z0,fx0,fy0,fz0,x1,y1,z1,fx1,fy1,fz1,x2,y2,z2,fx2,fy2,fz2,x3,y3,z3,fx3,fy3,fz3
20,0.171687,0.00343438,0.000753261,0.464071,0.0785385,-0.0216602,0.0167071,0.34,-0.19,0,13.4939,-4.14343,241.378,0.342352,0.266047,0.0190335,0,0,0,-0.228427,-0.241436,0.0155226,0,0,0,-0.34,0.19,0,12.7385,-8.24478,258.852
21,0.180723,0.00401732,0.000621344,0.463436,0.0859384,-0.0242313,0.015929,0.34,-0.19,0,12.4894,-4.08368,227.286,0.34281,0.272562,0.0131759,0,0,0,-0.216276,-0.246928,0.0107456,0,0,0,-0.34,0.19,0,11.9764,-7.58022,243.607
22,0.189759,0.00466539,0.000458403,0.463253,0.0933986,-0.0269591,0.0148673,0.34,-0.19,0,10.903,-3.72396,200.895,0.343163,0.277581,0.00866339,0,0,0,-0.206915,-0.251159,0.00706538,0,0,0,-0.34,0.19,0,10.5742,-6.5849,215.237
23,0.198795,0.00537073,0.000267985,0.463377,0.100909,-0.0298103,0.0135567,0.34,-0.19,0,8.93169,-3.15015,166.123,0.343425,0.281299,0.0053204,0,0,0,-0.199981,-0.254293,0.00433903,0,0,0,-0.34,0.19,0,8.73685,-5.374,177.932
24,0.207831,0.00612331,5.47904e-05,0.463621,0.10846,-0.0327505,0.0120414,0.34,-0.19,0,6.77249,-2.44813,126.891,0.343608,0.283912,0.00297154,0,0,0,-0.195109,-0.256495,0.00242343,0,0,0,-0.34,0.19,0,6.66931,-4.0627,135.881
25,0.216867,0.00691197,-0.000175867,0.463767,0.116042,-0.0357479,0.0103695,0.34,-0.19,0,4.62238,-1.70377,87.1185,0.343728,0.285614,0.00144137,0,0,0,-0.191934,-0.25793,0.0011755,0,0,0,-0.34,0.19,0,4.57657,-2.76618,93.2736
26,0.225904,0.00772548,-0.0004186,0.463601,0.123646,-0.038776,0.00858694,0.34,-0.19,0,2.67837,-1.00294,50.7246,0.343797,0.2866,0.000554451,0,0,0,-0.190095,-0.258762,0.000452184,0,0,0,-0.34,0.19,0,2.66359,-1.59961,54.3004
27,0.23494,0.00855368,-0.000668485,0.462921,0.131264,-0.0418154,0.00673337,0.34,-0.19,0,1.13744,-0.431532,21.6289,0.34383,0.287066,0.00013536,0,0,0,-0.189225,-0.259155,0.000110396,0,0,0,-0.34,0.19,0,1.13536,-0.678171,23.1508
28,0.243976,0.00938852,-0.000921606,0.461572,0.138891,-0.0448541,0.00483783,0.34,-0.19,0,0.196582,-0.0754061,3.75096,0.34384,0.287207,8.65743e-06,0,0,0,-0.188963,-0.259273,7.06464e-06,0,0,0,-0.34,0.19,0,0.196841,-0.117039,4.01448
29,0.253012,0.0102257,-0.00117519,0.459457,0.146526,-0.0478895,0.00291427,0.340005,-0.189999,4.73558e-06,0,0,0,0.343841,0.287217,-5.95989e-09,0.124303,0.136365,1.17018,-0.188945,-0.259282,-7.40726e-10,1.30271,0.707044,3.21256,-0.339998,0.189996,5.25483e-07,0,0,0
30,0.262048,0.0110748,-0.00142191,0.456581,0.154192,-0.0509684,0.000924502,0.340294,-0.189937,0.000303077,0,0,0,0.343841,0.287217,-5.95989e-09,1.79099,1.96856,16.8294,-0.188945,-0.259282,-7.40726e-10,18.7684,10.1891,46.2591,-0.33987,0.189731,3.36309e-05,0,0,0
31,0.271084,0.0119864,-0.00163168,0.453095,0.162007,-0.0543067,-0.00133012,0.341573,-0.189661,0.00162431,0,0,0,0.343841,0.287217,-5.95989e-09,4.87897,5.37554,45.7417,-0.188945,-0.259282,-7.40726e-10,51.1236,27.7629,125.921,-0.339303,0.188558,0.000180241,0,0,0
32,0.28012,0.0130522,-0.0017502,0.449281,0.170182,-0.0582788,-0.00422008,0.344587,-0.189011,0.00473558,0,0,0,0.343841,0.287217,-5.95989e-09,8.72045,9.6375,81.5167,-0.188945,-0.259282,-7.40726e-10,91.3651,49.6363,224.845,-0.337969,0.185797,0.000525483,0,0,0
33,0.289157,0.0143871,-0.00170933,0.445489,0.178986,-0.0633251,-0.00822814,0.350078,-0.187828,0.0104041,0,0,0,0.343841,0.287217,-5.95989e-09,12.6477,14.0346,117.764,-0.188945,-0.259282,-7.40726e-10,132.49,72.017,325.677,-0.335539,0.180766,0.00115449,0,0,0
34,0.298193,0.0161085,-0.00143924,0.442077,0.188696,-0.0698547,-0.0138743,0.358789,-0.18595,0.0193969,0,0,0,0.343841,0.287217,-5.95989e-09,15.9928,17.8471,148.095,-0.188945,-0.259282,-7.40726e-10,167.494,91.1128,411.062,-0.331682,0.172784,0.00215238,0,0,0
35,0.307229,0.0183159,-0.000880437,0.439345,0.19956,-0.0781599,-0.0216331,0.371464,-0.183218,0.0324814,0,0,0,0.343841,0.287217,-5.95989e-09,18.0881,20.3552,166.117,-0.188945,-0.259282,-7.40726e-10,189.376,103.131,463.648,-0.326072,0.161171,0.00360429,0,0,0
36,0.316265,0.02107,4.72307e-06,0.437473,0.211745,-0.0883428,-0.031833,0.388819,-0.179468,0.0503948,0,0,0,0.343841,0.287217,-5.95989e-09,18.0378,21.1508,166.822,-0.188945,-0.259282,-7.40726e-10,190.607,105.502,468.613,-0.318386,0.145279,0.00559123,0,0,0
37,0.325301,0.0243704,0.0012292,0.436486,0.225273,-0.100245,-0.0444769,0.410656,-0.174404,0.0728258,0,0,0,0.343841,0.287217,-5.95989e-09,13.9494,22.3143,158.545,-0.188945,-0.259282,-7.40726e-10,165.186,106.111,439.505,-0.308621,0.125638,0.00804931,0,0,0
38,0.334337,0.0281416,0.00279878,0.436292,0.239944,-0.1134,-0.0589819,0.435641,-0.167567,0.0981588,0,0,0,0.343841,0.287217,-5.95989e-09,6.76028,24.1056,145.823,-0.188945,-0.259282,-7.40726e-10,120.553,106.995,389.902,-0.297162,0.104246,0.0107344,0,0,0
39,0.343373,0.0322494,0.00472042,0.436729,0.25535,-0.127124,-0.0742337,0.462365,-0.158487,0.124697,0,0,0,0.343841,0.287217,-5.95989e-09,-2.02215,26.1953,130.986,-0.188945,-0.259282,-7.40726e-10,66.1044,108.003,329.98,-0.284419,0.0831907,0.0133911,0,0,0
40,0.35241,0.036529,0.00700223,0.437603,0.270941,-0.140657,-0.0888038,0.489422,-0.146694,0.150743,0,0,0,0.343841,0.287217,-5.95989e-09,-10.8904,28.2541,116.36,-0.188945,-0.259282,-7.40726e-10,11.2365,108.984,269.911,-0.270803,0.0645591,0.0157641,0,0,0
41,0.361446,0.0408141,0.00965215,0.438718,0.286109,-0.153291,-0.101201,0.515404,-0.131719,0.174599,0,0,0,0.343841,0.287217,-5.95989e-09,-18.3369,29.9528,104.274,-0.188945,-0.259282,-7.40726e-10,-34.6536,109.788,219.869,-0.256724,0.0504395,0.0175979,0,0,0
42,0.370482,0.0449666,0.0126767,0.439913,0.300296,-0.164477,-0.110145,0.538905,-0.113093,0.19457,0,0,0,0.343841,0.287217,-5.95989e-09,-22.8541,30.9621,97.0549,-0.188945,-0.259282,-7.40726e-10,-62.1695,110.264,190.028,-0.242592,0.0429198,0.0186371,0,0,0
43,0.379518,0.0489037,0.016079,0.441093,0.313116,-0.173903,-0.114852,0.558559,-0.0903841,0.209015,0,0,0,0.343841,0.287217,-5.95989e-09,-23.0052,30.531,97.2388,-0.188945,-0.259282,-7.40726e-10,-65.3127,109.326,187.674,-0.228813,0.0440001,0.0186371,0,0,0
